season,episode,youtube_id,airdate,hosts,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,author,popcorn,oscar_pick
3,1,Sx19DKoUdUg,7/3/2013,Gregg Turkington|Tim Heidecker,Despicable Me 2,2013,PG,03 Jul 2013,98 min,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","USA, France, Japan",Nominated for 2 Oscars. Another 12 wins & 65 nominations.,https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,62,7.3,"369,209",tt1690953,movie,N/A,"$368,065,385",Chris Meledandri,N/A,True,Tim,4,False
3,1,Sx19DKoUdUg,7/3/2013,Gregg Turkington|Tim Heidecker,The Lone Ranger,2013,PG-13,03 Jul 2013,150 min,"Action, Adventure, Western",Gore Verbinski,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)","Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.","English, North American Indian",USA,Nominated for 2 Oscars. Another 5 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,37,6.4,"221,242",tt1210819,movie,N/A,"$89,302,115","Blind Wink, Infinitum Nihil",N/A,True,Tim,5,False
3,1,Sx19DKoUdUg,7/3/2013,Gregg Turkington|Tim Heidecker,The Lone Ranger,2013,PG-13,03 Jul 2013,150 min,"Action, Adventure, Western",Gore Verbinski,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)","Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.","English, North American Indian",USA,Nominated for 2 Oscars. Another 5 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,37,6.4,"221,242",tt1210819,movie,N/A,"$89,302,115","Blind Wink, Infinitum Nihil",N/A,True,Gregg,4,False
3,2,-3fzhadeZgg,7/10/2013,Gregg Turkington|Tim Heidecker,Pacific Rim,2013,PG-13,12 Jul 2013,131 min,"Action, Adventure, Sci-Fi",Guillermo del Toro,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)","Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","English, Japanese, Cantonese, Mandarin","USA, Mexico, Hong Kong",Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,65,6.9,"464,970",tt1663662,movie,N/A,"$101,802,906","Legendary Pictures, DDY",N/A,True,Gregg,5,False
3,2,-3fzhadeZgg,7/10/2013,Gregg Turkington|Tim Heidecker,Pacific Rim,2013,PG-13,12 Jul 2013,131 min,"Action, Adventure, Sci-Fi",Guillermo del Toro,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)","Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","English, Japanese, Cantonese, Mandarin","USA, Mexico, Hong Kong",Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,65,6.9,"464,970",tt1663662,movie,N/A,"$101,802,906","Legendary Pictures, DDY",N/A,True,Tim,4,False
3,2,-3fzhadeZgg,7/10/2013,Gregg Turkington|Tim Heidecker,Grown Ups 2,2013,PG-13,12 Jul 2013,101 min,Comedy,Dennis Dugan,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)","Adam Sandler, Kevin James, Chris Rock, David Spade","After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.","English, Spanish",USA,5 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNTZkZDhjZTEtZjA5MC00MDU2LTk3NDItNzA2YzQ4Y2Q5NjZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,19,5.4,"140,231",tt2191701,movie,N/A,"$133,668,525",Happy Madison Productions,N/A,True,Gregg,5,False
3,2,-3fzhadeZgg,7/10/2013,Gregg Turkington|Tim Heidecker,Grown Ups 2,2013,PG-13,12 Jul 2013,101 min,Comedy,Dennis Dugan,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)","Adam Sandler, Kevin James, Chris Rock, David Spade","After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.","English, Spanish",USA,5 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNTZkZDhjZTEtZjA5MC00MDU2LTk3NDItNzA2YzQ4Y2Q5NjZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,19,5.4,"140,231",tt2191701,movie,N/A,"$133,668,525",Happy Madison Productions,N/A,True,Tim,5,False
3,3,_1g-Q7Nim6A,7/17/2013,Gregg Turkington|Tim Heidecker,Turbo,2013,PG,17 Jul 2013,96 min,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",David Soren,"Darren Lemke (screenplay by), Robert Siegel (screenplay by), David Soren (screenplay by), David Soren (story by)","Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,English,USA,1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,58,6.4,"84,445",tt1860353,movie,N/A,"$83,028,128",DreamWorks Animation,N/A,True,Tim,5,False
3,3,_1g-Q7Nim6A,7/17/2013,Gregg Turkington|Tim Heidecker,Turbo,2013,PG,17 Jul 2013,96 min,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",David Soren,"Darren Lemke (screenplay by), Robert Siegel (screenplay by), David Soren (screenplay by), David Soren (story by)","Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,English,USA,1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,58,6.4,"84,445",tt1860353,movie,N/A,"$83,028,128",DreamWorks Animation,N/A,True,Gregg,5,False
3,3,_1g-Q7Nim6A,7/17/2013,Gregg Turkington|Tim Heidecker,RED 2,2013,PG-13,19 Jul 2013,116 min,"Action, Adventure, Comedy, Crime, Thriller",Dean Parisot,"Jon Hoeber, Erich Hoeber, Warren Ellis (characters), Cully Hamner (characters)","Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren",Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,"English, Russian, French, Persian, Korean","USA, France, Canada, Russia",3 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,47,6.6,"159,772",tt1821694,movie,N/A,"$53,262,560",Di Bonaventura Pictures,N/A,True,Gregg,5,False
3,3,_1g-Q7Nim6A,7/17/2013,Gregg Turkington|Tim Heidecker,RED 2,2013,PG-13,19 Jul 2013,116 min,"Action, Adventure, Comedy, Crime, Thriller",Dean Parisot,"Jon Hoeber, Erich Hoeber, Warren Ellis (characters), Cully Hamner (characters)","Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren",Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,"English, Russian, French, Persian, Korean","USA, France, Canada, Russia",3 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,47,6.6,"159,772",tt1821694,movie,N/A,"$53,262,560",Di Bonaventura Pictures,N/A,True,Tim,5,False
3,4,IcP5kn2kZcQ,7/24/2013,Gregg Turkington|Tim Heidecker|Joe Estevez,Blue Jasmine,2013,PG-13,23 Aug 2013,98 min,Drama,Woody Allen,Woody Allen,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",English,USA,Won 1 Oscar. Another 55 wins & 81 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,78,7.3,"191,564",tt2334873,movie,N/A,"$33,405,481",Perdido Productions,N/A,True,Gregg,NA,False
3,4,IcP5kn2kZcQ,7/24/2013,Gregg Turkington|Tim Heidecker|Joe Estevez,Blue Jasmine,2013,PG-13,23 Aug 2013,98 min,Drama,Woody Allen,Woody Allen,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",English,USA,Won 1 Oscar. Another 55 wins & 81 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,78,7.3,"191,564",tt2334873,movie,N/A,"$33,405,481",Perdido Productions,N/A,True,Tim,6,False
3,4,IcP5kn2kZcQ,7/24/2013,Gregg Turkington|Tim Heidecker|Joe Estevez,The Wolverine,2013,PG-13,26 Jul 2013,126 min,"Action, Adventure, Sci-Fi",James Mangold,"Mark Bomback (screenplay), Scott Frank (screenplay)","Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.","English, Japanese","USA, UK",2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,61,6.7,"429,356",tt1430132,movie,N/A,"$132,556,852",Donners&#39; Company,N/A,True,Gregg,5,False
3,4,IcP5kn2kZcQ,7/24/2013,Gregg Turkington|Tim Heidecker|Joe Estevez,The Wolverine,2013,PG-13,26 Jul 2013,126 min,"Action, Adventure, Sci-Fi",James Mangold,"Mark Bomback (screenplay), Scott Frank (screenplay)","Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.","English, Japanese","USA, UK",2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,61,6.7,"429,356",tt1430132,movie,N/A,"$132,556,852",Donners&#39; Company,N/A,True,Tim,5,False
3,5,wE7iRtuJYK8,7/31/2013,Gregg Turkington|Tim Heidecker,The Smurfs 2,2013,PG,31 Jul 2013,105 min,"Animation, Adventure, Comedy, Family, Fantasy",Raja Gosnell,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)","Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.","English, French","USA, France, Canada, Belgium",8 nominations.,https://m.media-amazon.com/images/M/MV5BMDljNjA0MDQtZGFhNy00OTllLWIyNGQtN2Y3ZDliZGQ4MmUwXkEyXkFqcGdeQXVyNTk1MTAyODc@._V1_SX300.jpg,34,5.3,"38,021",tt2017020,movie,N/A,"$71,017,784",Kerner Entertainment,N/A,True,Gregg,5,False
3,5,wE7iRtuJYK8,7/31/2013,Gregg Turkington|Tim Heidecker,The Smurfs 2,2013,PG,31 Jul 2013,105 min,"Animation, Adventure, Comedy, Family, Fantasy",Raja Gosnell,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)","Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.","English, French","USA, France, Canada, Belgium",8 nominations.,https://m.media-amazon.com/images/M/MV5BMDljNjA0MDQtZGFhNy00OTllLWIyNGQtN2Y3ZDliZGQ4MmUwXkEyXkFqcGdeQXVyNTk1MTAyODc@._V1_SX300.jpg,34,5.3,"38,021",tt2017020,movie,N/A,"$71,017,784",Kerner Entertainment,N/A,True,Tim,5,False
3,5,wE7iRtuJYK8,7/31/2013,Gregg Turkington|Tim Heidecker,300: Rise of an Empire,2014,R,07 Mar 2014,102 min,"Action, Drama",Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson","Greek general Themistokles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",English,USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,48,6.2,"280,440",tt1253863,movie,N/A,"$106,580,051","Cruel and Unusual Films, Mark Canton/Gianna Nunnari",N/A,True,Gregg,5,False
3,5,wE7iRtuJYK8,7/31/2013,Gregg Turkington|Tim Heidecker,300: Rise of an Empire,2014,R,07 Mar 2014,102 min,"Action, Drama",Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson","Greek general Themistokles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",English,USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,48,6.2,"280,440",tt1253863,movie,N/A,"$106,580,051","Cruel and Unusual Films, Mark Canton/Gianna Nunnari",N/A,True,Tim,4,False
3,6,LIlXGcRH2Rs,8/7/2013,Gregg Turkington|Tim Heidecker,Percy Jackson: Sea of Monsters,2013,PG,07 Aug 2013,106 min,"Adventure, Family, Fantasy, Thriller",Thor Freudenthal,"Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)","Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYmE4MThmY2UtNDYxOC00YmFkLTg1NGEtMTQ3YTFmZjdhZmRiXkEyXkFqcGdeQXVyNjA3MDQ1NzY@._V1_SX300.jpg,39,5.8,"110,263",tt1854564,movie,N/A,"$68,559,554","Sunswept Entertainment, 1492 Pictures",N/A,True,Gregg,5,False
3,6,LIlXGcRH2Rs,8/7/2013,Gregg Turkington|Tim Heidecker,Percy Jackson: Sea of Monsters,2013,PG,07 Aug 2013,106 min,"Adventure, Family, Fantasy, Thriller",Thor Freudenthal,"Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)","Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYmE4MThmY2UtNDYxOC00YmFkLTg1NGEtMTQ3YTFmZjdhZmRiXkEyXkFqcGdeQXVyNjA3MDQ1NzY@._V1_SX300.jpg,39,5.8,"110,263",tt1854564,movie,N/A,"$68,559,554","Sunswept Entertainment, 1492 Pictures",N/A,True,Tim,5,False
3,6,LIlXGcRH2Rs,8/7/2013,Gregg Turkington|Tim Heidecker,Elysium,2013,R,09 Aug 2013,109 min,"Action, Drama, Sci-Fi",Neill Blomkamp,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.","English, Spanish, French, Afrikaans, Ukrainian","USA, Mexico, Canada",1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,61,6.6,"418,628",tt1535108,movie,N/A,"$93,050,117","QED International, Kinberg Genre, Alphacore",N/A,True,Tim,5,False
3,6,LIlXGcRH2Rs,8/7/2013,Gregg Turkington|Tim Heidecker,Elysium,2013,R,09 Aug 2013,109 min,"Action, Drama, Sci-Fi",Neill Blomkamp,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.","English, Spanish, French, Afrikaans, Ukrainian","USA, Mexico, Canada",1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,61,6.6,"418,628",tt1535108,movie,N/A,"$93,050,117","QED International, Kinberg Genre, Alphacore",N/A,True,Gregg,NA,False
3,7,ScpA45z6BKQ,8/14/2013,Gregg Turkington|Tim Heidecker,Kick-Ass 2,2013,R,16 Aug 2013,103 min,"Action, Comedy, Crime, Thriller",Jeff Wadlow,"Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)","Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.",English,"UK, USA, Japan",1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,41,6.5,"254,599",tt1650554,movie,N/A,"$28,795,985",Matthew Vaughn,N/A,True,Gregg,5,False
3,7,ScpA45z6BKQ,8/14/2013,Gregg Turkington|Tim Heidecker,Kick-Ass 2,2013,R,16 Aug 2013,103 min,"Action, Comedy, Crime, Thriller",Jeff Wadlow,"Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)","Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.",English,"UK, USA, Japan",1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,41,6.5,"254,599",tt1650554,movie,N/A,"$28,795,985",Matthew Vaughn,N/A,True,Tim,5,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The World's End,2013,R,23 Aug 2013,109 min,"Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,English,"UK, USA, Japan",5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,81,7.0,"259,663",tt1213663,movie,N/A,"$26,004,851",Working Title Films,N/A,True,John,4,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The World's End,2013,R,23 Aug 2013,109 min,"Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,English,"UK, USA, Japan",5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,81,7.0,"259,663",tt1213663,movie,N/A,"$26,004,851",Working Title Films,N/A,True,Ayaka,5,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The World's End,2013,R,23 Aug 2013,109 min,"Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,English,"UK, USA, Japan",5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,81,7.0,"259,663",tt1213663,movie,N/A,"$26,004,851",Working Title Films,N/A,True,Tim,5,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The Colony,2013,Not Rated,20 Sep 2013,95 min,"Action, Sci-Fi, Thriller",Jeff Renfroe,"Jeff Renfroe (screenplay), Svet Rouskov (screenplay), Patrick Tarr (screenplay), Patrick Tarr (story), Pascal Trottier (screenplay), Pascal Trottier (story)","Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan","Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",English,"Canada, USA",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_SX300.jpg,28,5.3,"43,092",tt1160996,movie,N/A,N/A,Alcina,N/A,True,John,5,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The Colony,2013,Not Rated,20 Sep 2013,95 min,"Action, Sci-Fi, Thriller",Jeff Renfroe,"Jeff Renfroe (screenplay), Svet Rouskov (screenplay), Patrick Tarr (screenplay), Patrick Tarr (story), Pascal Trottier (screenplay), Pascal Trottier (story)","Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan","Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",English,"Canada, USA",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_SX300.jpg,28,5.3,"43,092",tt1160996,movie,N/A,N/A,Alcina,N/A,True,Ayaka,NA,False
3,8,Yr_q3Gxvex0,8/21/2013,Ayaka Ohwaki|John Aprea|Tim Heidecker,The Colony,2013,Not Rated,20 Sep 2013,95 min,"Action, Sci-Fi, Thriller",Jeff Renfroe,"Jeff Renfroe (screenplay), Svet Rouskov (screenplay), Patrick Tarr (screenplay), Patrick Tarr (story), Pascal Trottier (screenplay), Pascal Trottier (story)","Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan","Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",English,"Canada, USA",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_SX300.jpg,28,5.3,"43,092",tt1160996,movie,N/A,N/A,Alcina,N/A,True,Tim,5,False
3,9,sPIniCEtY9U,8/28/2013,Ayaka Ohwaki|Gregg Turkington|Tim Heidecker,Getaway,2013,PG-13,30 Aug 2013,90 min,"Action, Crime, Thriller",Courtney Solomon,"Sean Finegan, Gregg Maxwell Parker","Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig","To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",English,"USA, Bulgaria",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NTkzNzk0NF5BMl5BanBnXkFtZTcwMTQwNjE5OQ@@._V1_SX300.jpg,22,4.4,"23,209",tt2167202,movie,N/A,"$10,501,938",After Dark Films,N/A,True,Ayaka,5,False
3,9,sPIniCEtY9U,8/28/2013,Ayaka Ohwaki|Gregg Turkington|Tim Heidecker,Getaway,2013,PG-13,30 Aug 2013,90 min,"Action, Crime, Thriller",Courtney Solomon,"Sean Finegan, Gregg Maxwell Parker","Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig","To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",English,"USA, Bulgaria",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NTkzNzk0NF5BMl5BanBnXkFtZTcwMTQwNjE5OQ@@._V1_SX300.jpg,22,4.4,"23,209",tt2167202,movie,N/A,"$10,501,938",After Dark Films,N/A,True,Gregg,2,False
3,9,sPIniCEtY9U,8/28/2013,Ayaka Ohwaki|Gregg Turkington|Tim Heidecker,Getaway,2013,PG-13,30 Aug 2013,90 min,"Action, Crime, Thriller",Courtney Solomon,"Sean Finegan, Gregg Maxwell Parker","Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig","To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",English,"USA, Bulgaria",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NTkzNzk0NF5BMl5BanBnXkFtZTcwMTQwNjE5OQ@@._V1_SX300.jpg,22,4.4,"23,209",tt2167202,movie,N/A,"$10,501,938",After Dark Films,N/A,True,Tim,5,False
